                       	strtok	oldstrtok
Length    6/3, alignment  9/ 3, found:	25.1016	60.0469
Length    6/3, alignment  9/ 3, fail:	25.625	60
Length    6/3, alignment  9/ 9, found:	25.7812	60.0078
Length    6/3, alignment  9/ 9, fail:	25.0703	59.9844
Length    6/3, alignment  9/15, found:	25.9062	60.25
Length    6/3, alignment  9/15, fail:	25.7578	60
Length    6/3, alignment 15/ 0, found:	22.6484	60.3359
Length    6/3, alignment 15/ 0, fail:	23.9688	60.7031
Length    6/3, alignment 15/ 3, found:	28.5312	59.4141
Length    6/3, alignment 15/ 3, fail:	29.6016	60.9141
Length    6/3, alignment 15/ 9, found:	28.3125	58.8438
Length    6/3, alignment 15/ 9, fail:	28.6719	60.3047
Length    6/3, alignment 15/15, found:	28.9766	59.6016
Length    6/3, alignment 15/15, fail:	29.7031	60.9375
Length    9/3, alignment  0/ 0, found:	24.6953	59.6953
Length    9/3, alignment  0/ 0, fail:	24.8359	59.5625
Length    9/3, alignment  0/ 3, found:	31.2969	58.9375
Length    9/3, alignment  0/ 3, fail:	26.7734	60
Length    9/3, alignment  0/ 9, found:	27.6016	58.8359
Length    9/3, alignment  0/ 9, fail:	26	59.7812
Length    9/3, alignment  0/15, found:	27.7812	59.2109
Length    9/3, alignment  0/15, fail:	27.0547	58.9922
Length    9/3, alignment  3/ 0, found:	22.7969	59.9453
Length    9/3, alignment  3/ 0, fail:	22.9141	60.1328
Length    9/3, alignment  3/ 3, found:	25.1094	60.0859
Length    9/3, alignment  3/ 3, fail:	25.2578	60.1016
Length    9/3, alignment  3/ 9, found:	25.1406	60.1953
Length    9/3, alignment  3/ 9, fail:	25.8203	60.0469
Length    9/3, alignment  3/15, found:	26.5234	60.4062
Length    9/3, alignment  3/15, fail:	26.4844	60.1328
Length    9/3, alignment  9/ 0, found:	23.2188	60.4219
Length    9/3, alignment  9/ 0, fail:	23.2109	61.2109
Length    9/3, alignment  9/ 3, found:	26.7812	60.25
Length    9/3, alignment  9/ 3, fail:	27.1719	60.7031
Length    9/3, alignment  9/ 9, found:	25.7109	60.0703
Length    9/3, alignment  9/ 9, fail:	26.3125	60.4688
Length    9/3, alignment  9/15, found:	28.6172	60.5859
Length    9/3, alignment  9/15, fail:	28.9453	61.2891
Length    9/3, alignment 15/ 0, found:	24.1562	61.3828
Length    9/3, alignment 15/ 0, fail:	25.6406	60.5547
Length    9/3, alignment 15/ 3, found:	29.0078	60.5547
Length    9/3, alignment 15/ 3, fail:	26.4062	70.125
Length    9/3, alignment 15/ 9, found:	28.875	60.4766
Length    9/3, alignment 15/ 9, fail:	28.0703	60.5156
Length    9/3, alignment 15/15, found:	28.1172	61.3516
Length    9/3, alignment 15/15, fail:	29.6094	61.0391
Length   12/3, alignment  0/ 0, found:	24.2188	59.5859
Length   12/3, alignment  0/ 0, fail:	24.0703	59.5234
Length   12/3, alignment  0/ 3, found:	27.7578	58.8359
Length   12/3, alignment  0/ 3, fail:	26.9219	59.5156
Length   12/3, alignment  0/ 9, found:	27.6797	58.9609
Length   12/3, alignment  0/ 9, fail:	26.5391	59.8203
Length   12/3, alignment  0/15, found:	27.2812	59.0469
Length   12/3, alignment  0/15, fail:	27.6953	59.0547
Length   12/3, alignment  3/ 0, found:	23.5469	60.1094
Length   12/3, alignment  3/ 0, fail:	24.0703	60.0703
Length   12/3, alignment  3/ 3, found:	27.2422	60.3047
Length   12/3, alignment  3/ 3, fail:	26.9453	60.1094
Length   12/3, alignment  3/ 9, found:	27.4531	60.1328
Length   12/3, alignment  3/ 9, fail:	27.3359	60.0625
Length   12/3, alignment  3/15, found:	28.3438	60.2891
Length   12/3, alignment  3/15, fail:	27.6172	60.2734
Length   12/3, alignment  9/ 0, found:	24.1484	60.3203
Length   12/3, alignment  9/ 0, fail:	23.9375	61.2422
Length   12/3, alignment  9/ 3, found:	27.6875	59.2422
Length   12/3, alignment  9/ 3, fail:	28.1172	60.5234
Length   12/3, alignment  9/ 9, found:	28.7422	59.0156
Length   12/3, alignment  9/ 9, fail:	28.5938	60.4062
Length   12/3, alignment  9/15, found:	29.0781	59.1641
Length   12/3, alignment  9/15, fail:	27.7109	60.9297
Length   12/3, alignment 15/ 0, found:	24.1641	61.2734
Length   12/3, alignment 15/ 0, fail:	26.0312	60.5625
Length   12/3, alignment 15/ 3, found:	28.8281	60.6172
Length   12/3, alignment 15/ 3, fail:	28.6406	60.2422
Length   12/3, alignment 15/ 9, found:	29.4453	60.5234
Length   12/3, alignment 15/ 9, fail:	28.625	60.4062
Length   12/3, alignment 15/15, found:	27.8047	61.25
Length   12/3, alignment 15/15, fail:	28.9766	60.7188
Length   15/3, alignment  0/ 0, found:	22.6953	59.6172
Length   15/3, alignment  0/ 0, fail:	24.5625	59.3281
Length   15/3, alignment  0/ 3, found:	29.5781	59.1328
Length   15/3, alignment  0/ 3, fail:	26.4062	59.5391
Length   15/3, alignment  0/ 9, found:	29.0312	59.0469
Length   15/3, alignment  0/ 9, fail:	27.2188	59.625
Length   15/3, alignment  0/15, found:	28.0625	59.25
Length   15/3, alignment  0/15, fail:	25.8359	59.0703
Length   15/3, alignment  3/ 0, found:	23.5469	60.5703
Length   15/3, alignment  3/ 0, fail:	23.6953	61.2188
Length   15/3, alignment  3/ 3, found:	27.5	60.2734
Length   15/3, alignment  3/ 3, fail:	25.9531	60.5547
Length   15/3, alignment  3/ 9, found:	26.7656	60.2344
Length   15/3, alignment  3/ 9, fail:	25.9922	60.4297
Length   15/3, alignment  3/15, found:	27.7266	60.6719
Length   15/3, alignment  3/15, fail:	26.7969	60.8594
Length   15/3, alignment  9/ 0, found:	23.4453	60.3359
Length   15/3, alignment  9/ 0, fail:	22.3594	61.2891
Length   15/3, alignment  9/ 3, found:	26.9297	60.4219
Length   15/3, alignment  9/ 3, fail:	26.4062	60.3047
Length   15/3, alignment  9/ 9, found:	26.2031	60.3516
Length   15/3, alignment  9/ 9, fail:	27.3203	60.3516
Length   15/3, alignment  9/15, found:	26.8125	60.4141
Length   15/3, alignment  9/15, fail:	26.7344	61
Length   15/3, alignment 15/ 0, found:	24.8828	61.2031
Length   15/3, alignment 15/ 0, fail:	25.8047	60.6719
Length   15/3, alignment 15/ 3, found:	27.7969	60.5547
Length   15/3, alignment 15/ 3, fail:	28.2266	60.4062
Length   15/3, alignment 15/ 9, found:	27.6016	60.4531
Length   15/3, alignment 15/ 9, fail:	28.0156	60.4609
Length   15/3, alignment 15/15, found:	29.3125	60.8984
Length   15/3, alignment 15/15, fail:	29.9375	60.5781
Length   18/3, alignment  0/ 0, found:	24.75	59.9531
Length   18/3, alignment  0/ 0, fail:	25.0547	58.4688
Length   18/3, alignment  0/ 3, found:	28.0156	59.1797
Length   18/3, alignment  0/ 3, fail:	28.8203	58.3828
Length   18/3, alignment  0/ 9, found:	28.0859	59.0625
Length   18/3, alignment  0/ 9, fail:	27.5547	58.0078
Length   18/3, alignment  0/15, found:	29.8828	59.4844
Length   18/3, alignment  0/15, fail:	29.0547	58.6562
Length   18/3, alignment  3/ 0, found:	24.3438	60.0859
Length   18/3, alignment  3/ 0, fail:	23.2578	61.5625
Length   18/3, alignment  3/ 3, found:	27.9453	60.3906
Length   18/3, alignment  3/ 3, fail:	26.3359	60.6562
Length   18/3, alignment  3/ 9, found:	26.8594	60.5078
Length   18/3, alignment  3/ 9, fail:	26.25	60.5625
Length   18/3, alignment  3/15, found:	26.3672	60.2188
Length   18/3, alignment  3/15, fail:	26.9922	60.9219
Length   18/3, alignment  9/ 0, found:	24.9531	60.2031
Length   18/3, alignment  9/ 0, fail:	25.0078	61.3359
Length   18/3, alignment  9/ 3, found:	28.5156	60.4609
Length   18/3, alignment  9/ 3, fail:	26.3281	60.4062
Length   18/3, alignment  9/ 9, found:	26.7266	60.1094
Length   18/3, alignment  9/ 9, fail:	25.7266	60.3828
Length   18/3, alignment  9/15, found:	27.9766	60.5391
Length   18/3, alignment  9/15, fail:	28.7656	61.1875
Length   18/3, alignment 15/ 0, found:	24.5469	61.2344
Length   18/3, alignment 15/ 0, fail:	26.8672	61.0156
Length   18/3, alignment 15/ 3, found:	29.1562	60.8438
Length   18/3, alignment 15/ 3, fail:	27.9609	61.1328
Length   18/3, alignment 15/ 9, found:	27.5625	60.8203
Length   18/3, alignment 15/ 9, fail:	26.6953	60.8125
Length   18/3, alignment 15/15, found:	27.8828	61.2422
Length   18/3, alignment 15/15, fail:	28.9453	61.25
Length   21/3, alignment  0/ 0, found:	23.9141	59.8672
Length   21/3, alignment  0/ 0, fail:	24.9844	58.3203
Length   21/3, alignment  0/ 3, found:	31.5859	59.1562
Length   21/3, alignment  0/ 3, fail:	28.5547	57.8828
Length   21/3, alignment  0/ 9, found:	30.1797	59.0156
Length   21/3, alignment  0/ 9, fail:	28.2188	57.7734
Length   21/3, alignment  0/15, found:	29.3359	59.5469
Length   21/3, alignment  0/15, fail:	28.9688	58.0547
Length   21/3, alignment  3/ 0, found:	24.4844	60.2266
Length   21/3, alignment  3/ 0, fail:	24.8984	61.4766
Length   21/3, alignment  3/ 3, found:	28.2344	60.2656
Length   21/3, alignment  3/ 3, fail:	28.4297	60.6875
Length   21/3, alignment  3/ 9, found:	28.0391	60.3281
Length   21/3, alignment  3/ 9, fail:	26.5	60.4062
Length   21/3, alignment  3/15, found:	27.4844	60.3359
Length   21/3, alignment  3/15, fail:	27.7578	60.7656
Length   21/3, alignment  9/ 0, found:	24.7188	61.4609
Length   21/3, alignment  9/ 0, fail:	24.6484	61.2109
Length   21/3, alignment  9/ 3, found:	29.8672	60.6562
Length   21/3, alignment  9/ 3, fail:	28.6172	60.4141
Length   21/3, alignment  9/ 9, found:	28.9922	60.6016
Length   21/3, alignment  9/ 9, fail:	29.4062	60.4375
Length   21/3, alignment  9/15, found:	29.625	60.9062
Length   21/3, alignment  9/15, fail:	29.3516	60.8672
Length   21/3, alignment 15/ 0, found:	25.6406	61.5391
Length   21/3, alignment 15/ 0, fail:	27.4453	61.2422
Length   21/3, alignment 15/ 3, found:	30.1094	60.6484
Length   21/3, alignment 15/ 3, fail:	31.3047	61.0469
Length   21/3, alignment 15/ 9, found:	29.5859	60.6094
Length   21/3, alignment 15/ 9, fail:	30.4609	60.6016
Length   21/3, alignment 15/15, found:	30.2344	61.2578
Length   21/3, alignment 15/15, fail:	28.9922	61.4141
Length   24/3, alignment  0/ 0, found:	23.6016	59.5703
Length   24/3, alignment  0/ 0, fail:	23.4531	58.1172
Length   24/3, alignment  0/ 3, found:	31.4375	58.8828
Length   24/3, alignment  0/ 3, fail:	27.6641	57.7812
Length   24/3, alignment  0/ 9, found:	28.2422	58.8906
Length   24/3, alignment  0/ 9, fail:	27.125	57.8828
Length   24/3, alignment  0/15, found:	27.8594	59.25
Length   24/3, alignment  0/15, fail:	27.5781	57.9609
Length   24/3, alignment  3/ 0, found:	23.8359	60.1328
Length   24/3, alignment  3/ 0, fail:	24.8359	61.25
Length   24/3, alignment  3/ 3, found:	27.6016	60.2578
Length   24/3, alignment  3/ 3, fail:	27.3047	60.5
Length   24/3, alignment  3/ 9, found:	27.3516	60.1875
Length   24/3, alignment  3/ 9, fail:	27.1641	60.5469
Length   24/3, alignment  3/15, found:	29.2109	60.3984
Length   24/3, alignment  3/15, fail:	28.3203	60.8203
Length   24/3, alignment  9/ 0, found:	24.8984	61.4766
Length   24/3, alignment  9/ 0, fail:	24.9219	61.375
Length   24/3, alignment  9/ 3, found:	28.4062	60.7109
Length   24/3, alignment  9/ 3, fail:	28.2109	60.4688
Length   24/3, alignment  9/ 9, found:	28.3359	60.5703
Length   24/3, alignment  9/ 9, fail:	28.125	60.5625
Length   24/3, alignment  9/15, found:	29.0469	61.3438
Length   24/3, alignment  9/15, fail:	29.6797	61.0234
Length   24/3, alignment 15/ 0, found:	24.3672	61.3828
Length   24/3, alignment 15/ 0, fail:	26.0859	60.9453
Length   24/3, alignment 15/ 3, found:	28.3828	60.75
Length   24/3, alignment 15/ 3, fail:	28.4219	60.9062
Length   24/3, alignment 15/ 9, found:	27.5469	60.6562
Length   24/3, alignment 15/ 9, fail:	28.2656	60.6016
Length   24/3, alignment 15/15, found:	28.7109	61.2422
Length   24/3, alignment 15/15, fail:	29.2734	61.1953
Length   27/3, alignment  0/ 0, found:	23.6797	59.8047
Length   27/3, alignment  0/ 0, fail:	23.0078	58.1016
Length   27/3, alignment  0/ 3, found:	30.3047	59.2031
Length   27/3, alignment  0/ 3, fail:	27.7109	57.75
Length   27/3, alignment  0/ 9, found:	28.9062	58.8672
Length   27/3, alignment  0/ 9, fail:	27.1484	57.6875
Length   27/3, alignment  0/15, found:	28.5547	59.4297
Length   27/3, alignment  0/15, fail:	28.3281	57.8672
Length   27/3, alignment  3/ 0, found:	24.6797	61.4141
Length   27/3, alignment  3/ 0, fail:	24.8516	61.4609
Length   27/3, alignment  3/ 3, found:	28.1953	60.5
Length   27/3, alignment  3/ 3, fail:	28.3359	60.5938
Length   27/3, alignment  3/ 9, found:	27.5781	67.9922
Length   27/3, alignment  3/ 9, fail:	28.2812	60.5547
Length   27/3, alignment  3/15, found:	29.7656	60.7734
Length   27/3, alignment  3/15, fail:	28.8203	60.7578
Length   27/3, alignment  9/ 0, found:	24.5	61.4922
Length   27/3, alignment  9/ 0, fail:	24.125	61.3203
Length   27/3, alignment  9/ 3, found:	27.7578	60.625
Length   27/3, alignment  9/ 3, fail:	28.2969	60.6953
Length   27/3, alignment  9/ 9, found:	28.3047	60.5547
Length   27/3, alignment  9/ 9, fail:	28.2969	60.4062
Length   27/3, alignment  9/15, found:	28.5625	61.1719
Length   27/3, alignment  9/15, fail:	27.1875	60.9922
Length   27/3, alignment 15/ 0, found:	23.5312	61.6641
Length   27/3, alignment 15/ 0, fail:	26.0703	60.6719
Length   27/3, alignment 15/ 3, found:	28.7656	60.7422
Length   27/3, alignment 15/ 3, fail:	29.2812	60.8359
Length   27/3, alignment 15/ 9, found:	26.7422	60.7266
Length   27/3, alignment 15/ 9, fail:	28.3594	60.6562
Length   27/3, alignment 15/15, found:	28.7656	61.3906
Length   27/3, alignment 15/15, fail:	27.6094	61.4062
Length   30/3, alignment  0/ 0, found:	27.3984	59.6562
Length   30/3, alignment  0/ 0, fail:	24.1016	58.0234
Length   30/3, alignment  0/ 3, found:	33.3125	59.6094
Length   30/3, alignment  0/ 3, fail:	28.2109	57.75
Length   30/3, alignment  0/ 9, found:	32.5625	59.1953
Length   30/3, alignment  0/ 9, fail:	28.25	57.7109
Length   30/3, alignment  0/15, found:	30.0547	60.2109
Length   30/3, alignment  0/15, fail:	27.1719	57.8672
Length   30/3, alignment  3/ 0, found:	25.125	61.4141
Length   30/3, alignment  3/ 0, fail:	24.8984	61.25
Length   30/3, alignment  3/ 3, found:	27.7344	60.8359
Length   30/3, alignment  3/ 3, fail:	27.7109	60.6484
Length   30/3, alignment  3/ 9, found:	28.4766	60.6719
Length   30/3, alignment  3/ 9, fail:	28.1719	60.7109
Length   30/3, alignment  3/15, found:	29.6641	60.8281
Length   30/3, alignment  3/15, fail:	28.7109	60.9453
Length   30/3, alignment  9/ 0, found:	24.9062	61.5078
Length   30/3, alignment  9/ 0, fail:	24.5312	61.3516
Length   30/3, alignment  9/ 3, found:	29.8203	60.6562
Length   30/3, alignment  9/ 3, fail:	28.1406	60.4219
Length   30/3, alignment  9/ 9, found:	28.8984	60.5547
Length   30/3, alignment  9/ 9, fail:	28.6719	60.3828
Length   30/3, alignment  9/15, found:	27.8203	61.3594
Length   30/3, alignment  9/15, fail:	28.4062	60.8594
Length   30/3, alignment 15/ 0, found:	26.6562	64.3125
Length   30/3, alignment 15/ 0, fail:	25.9297	60.6719
Length   30/3, alignment 15/ 3, found:	30.0859	64.0781
Length   30/3, alignment 15/ 3, fail:	29.4141	60.4531
Length   30/3, alignment 15/ 9, found:	29.1328	63.8828
Length   30/3, alignment 15/ 9, fail:	29.9297	60.4688
Length   30/3, alignment 15/15, found:	31.4219	65.2656
Length   30/3, alignment 15/15, fail:	30.0391	61.0078
Length   33/3, alignment  0/ 0, found:	25.25	59.875
Length   33/3, alignment  0/ 0, fail:	22.4688	58.2734
Length   33/3, alignment  0/ 3, found:	29.9453	59.6016
Length   33/3, alignment  0/ 3, fail:	25.5547	58.2422
Length   33/3, alignment  0/ 9, found:	29.8906	59.6094
Length   33/3, alignment  0/ 9, fail:	27.2344	58.1719
Length   33/3, alignment  0/15, found:	31.1641	60.0469
Length   33/3, alignment  0/15, fail:	26.6484	67.2266
Length   33/3, alignment  3/ 0, found:	24.2812	61.3359
Length   33/3, alignment  3/ 0, fail:	21.7734	61.5391
Length   33/3, alignment  3/ 3, found:	26.0547	60.6094
Length   33/3, alignment  3/ 3, fail:	26.7266	60.8125
Length   33/3, alignment  3/ 9, found:	26.0234	60.5938
Length   33/3, alignment  3/ 9, fail:	26.3203	60.4922
Length   33/3, alignment  3/15, found:	27.2656	60.8125
Length   33/3, alignment  3/15, fail:	27.7656	61.3438
Length   33/3, alignment  9/ 0, found:	23.9219	61.5859
Length   33/3, alignment  9/ 0, fail:	23.625	61.5859
Length   33/3, alignment  9/ 3, found:	26.7812	60.8516
Length   33/3, alignment  9/ 3, fail:	26.4062	60.625
Length   33/3, alignment  9/ 9, found:	27.3125	60.6328
Length   33/3, alignment  9/ 9, fail:	26.9297	60.4922
Length   33/3, alignment  9/15, found:	27.5703	61.25
Length   33/3, alignment  9/15, fail:	27.5312	61.0859
Length   33/3, alignment 15/ 0, found:	27.7031	64.6172
Length   33/3, alignment 15/ 0, fail:	24.6094	61.1016
Length   33/3, alignment 15/ 3, found:	30.25	64.5
Length   33/3, alignment 15/ 3, fail:	28	60.7969
Length   33/3, alignment 15/ 9, found:	28.6484	63.8828
Length   33/3, alignment 15/ 9, fail:	27.0625	60.3125
Length   33/3, alignment 15/15, found:	30.3047	65.0859
Length   33/3, alignment 15/15, fail:	29.9297	61.5
Length   36/3, alignment  0/ 0, found:	24.5234	59.5234
Length   36/3, alignment  0/ 0, fail:	22.0234	58.4531
Length   36/3, alignment  0/ 3, found:	31.6719	59.7109
Length   36/3, alignment  0/ 3, fail:	27.1016	58.5156
Length   36/3, alignment  0/ 9, found:	29.5156	59.3203
Length   36/3, alignment  0/ 9, fail:	25.6094	57.7578
Length   36/3, alignment  0/15, found:	29.9766	59.9219
Length   36/3, alignment  0/15, fail:	27.2188	58.5391
Length   36/3, alignment  3/ 0, found:	25.0625	61.4062
Length   36/3, alignment  3/ 0, fail:	23.0156	61.4688
Length   36/3, alignment  3/ 3, found:	27.3828	60.9219
Length   36/3, alignment  3/ 3, fail:	27.0547	60.8047
Length   36/3, alignment  3/ 9, found:	26.5859	60.5312
Length   36/3, alignment  3/ 9, fail:	27.3672	60.5078
Length   36/3, alignment  3/15, found:	28.7656	61.2578
Length   36/3, alignment  3/15, fail:	28.5625	61.0312
Length   36/3, alignment  9/ 0, found:	26.4141	64.2812
Length   36/3, alignment  9/ 0, fail:	24.3125	61.3281
Length   36/3, alignment  9/ 3, found:	32.4844	64.0703
Length   36/3, alignment  9/ 3, fail:	28.4766	60.6172
Length   36/3, alignment  9/ 9, found:	30.9922	63.9297
Length   36/3, alignment  9/ 9, fail:	28.1328	60.5
Length   36/3, alignment  9/15, found:	30.4297	64.8125
Length   36/3, alignment  9/15, fail:	28.4844	61.0234
Length   36/3, alignment 15/ 0, found:	27.2344	64.6562
Length   36/3, alignment 15/ 0, fail:	26.5234	61.1016
Length   36/3, alignment 15/ 3, found:	32.3047	64.2578
Length   36/3, alignment 15/ 3, fail:	30.125	61.0859
Length   36/3, alignment 15/ 9, found:	31.3047	64.3438
Length   36/3, alignment 15/ 9, fail:	27.9844	61.0391
Length   36/3, alignment 15/15, found:	30.5078	65.1406
Length   36/3, alignment 15/15, fail:	29.4297	61.3906
Length   39/3, alignment  0/ 0, found:	26.9766	59.7656
Length   39/3, alignment  0/ 0, fail:	23.0781	66.2344
Length   39/3, alignment  0/ 3, found:	32.6953	59.75
Length   39/3, alignment  0/ 3, fail:	26.6562	58.4609
Length   39/3, alignment  0/ 9, found:	33.2734	59.5312
Length   39/3, alignment  0/ 9, fail:	27.4453	57.8828
Length   39/3, alignment  0/15, found:	31.2812	59.8828
Length   39/3, alignment  0/15, fail:	27.6406	58.2344
Length   39/3, alignment  3/ 0, found:	25.0156	61.2344
Length   39/3, alignment  3/ 0, fail:	24.8594	61.2969
Length   39/3, alignment  3/ 3, found:	29	60.7344
Length   39/3, alignment  3/ 3, fail:	28.1016	60.6094
Length   39/3, alignment  3/ 9, found:	28.9844	60.6641
Length   39/3, alignment  3/ 9, fail:	28.2109	60.5156
Length   39/3, alignment  3/15, found:	28.6484	60.9922
Length   39/3, alignment  3/15, fail:	30.1797	60.7734
Length   39/3, alignment  9/ 0, found:	27.3906	64.4141
Length   39/3, alignment  9/ 0, fail:	23.8984	61.5234
Length   39/3, alignment  9/ 3, found:	31.375	64.2109
Length   39/3, alignment  9/ 3, fail:	27.9453	60.7812
Length   39/3, alignment  9/ 9, found:	31.4375	64.0078
Length   39/3, alignment  9/ 9, fail:	26.5078	60.5781
Length   39/3, alignment  9/15, found:	30.0078	64.8984
Length   39/3, alignment  9/15, fail:	27.5625	61.4297
Length   39/3, alignment 15/ 0, found:	25.6719	64.6172
Length   39/3, alignment 15/ 0, fail:	24.6484	61.0703
Length   39/3, alignment 15/ 3, found:	30.5078	64.0859
Length   39/3, alignment 15/ 3, fail:	26.0391	60.7656
Length   39/3, alignment 15/ 9, found:	29.75	64
