                       	strcasestr	simple_strcasestr
Length  240/24, alignment  9/ 9, fail:	356.211	558.828
Length  240/24, alignment  9/15, found:	289.227	518.969
Length  240/24, alignment  9/15, fail:	382.211	543.281
Length  240/24, alignment 15/ 0, found:	282.562	516.945
Length  240/24, alignment 15/ 0, fail:	355.477	551.438
Length  240/24, alignment 15/ 3, found:	276.508	501.469
Length  240/24, alignment 15/ 3, fail:	357.516	543.305
Length  240/24, alignment 15/ 9, found:	278.367	507.047
Length  240/24, alignment 15/ 9, fail:	348.305	480.867
Length  240/24, alignment 15/15, found:	281.75	498.906
Length  240/24, alignment 15/15, fail:	347.367	515.648
Length  264/24, alignment  0/ 0, found:	248.547	419.797
Length  264/24, alignment  0/ 0, fail:	322.969	449.594
Length  264/24, alignment  0/ 3, found:	251.547	451.555
Length  264/24, alignment  0/ 3, fail:	319.375	500.297
Length  264/24, alignment  0/ 9, found:	244.719	452.828
Length  264/24, alignment  0/ 9, fail:	320.211	498.453
Length  264/24, alignment  0/15, found:	248.5	446.984
Length  264/24, alignment  0/15, fail:	322.406	502.039
Length  264/24, alignment  3/ 0, found:	250.25	465.227
Length  264/24, alignment  3/ 0, fail:	321.242	504.648
Length  264/24, alignment  3/ 3, found:	243.664	446.805
Length  264/24, alignment  3/ 3, fail:	355.508	439.094
Length  264/24, alignment  3/ 9, found:	255.07	454.484
Length  264/24, alignment  3/ 9, fail:	320.414	496.273
Length  264/24, alignment  3/15, found:	250.203	453.234
Length  264/24, alignment  3/15, fail:	322.859	440.586
Length  264/24, alignment  9/ 0, found:	248.109	474.086
Length  264/24, alignment  9/ 0, fail:	323.031	508.062
Length  264/24, alignment  9/ 3, found:	249.492	450.562
Length  264/24, alignment  9/ 3, fail:	321.43	495.172
Length  264/24, alignment  9/ 9, found:	249.922	448.125
Length  264/24, alignment  9/ 9, fail:	345.406	496.812
Length  264/24, alignment  9/15, found:	247.477	455.523
Length  264/24, alignment  9/15, fail:	325.312	451.75
Length  264/24, alignment 15/ 0, found:	250.477	474.164
Length  264/24, alignment 15/ 0, fail:	338.461	448.625
Length  264/24, alignment 15/ 3, found:	254.57	455.867
Length  264/24, alignment 15/ 3, fail:	323.094	463.516
Length  264/24, alignment 15/ 9, found:	251.125	456.5
Length  264/24, alignment 15/ 9, fail:	323.461	451.359
Length  264/24, alignment 15/15, found:	248.781	450.219
Length  264/24, alignment 15/15, fail:	321.156	505.297
Length  288/24, alignment  0/ 0, found:	256.695	496.383
Length  288/24, alignment  0/ 0, fail:	339.562	462.281
Length  288/24, alignment  0/ 3, found:	261.938	474.469
Length  288/24, alignment  0/ 3, fail:	338.914	460.938
Length  288/24, alignment  0/ 9, found:	260.867	480.859
Length  288/24, alignment  0/ 9, fail:	338.852	479.438
Length  288/24, alignment  0/15, found:	272.477	495.492
Length  288/24, alignment  0/15, fail:	345.664	474.781
Length  288/24, alignment  3/ 0, found:	239.453	459.344
Length  288/24, alignment  3/ 0, fail:	314.992	481.516
Length  288/24, alignment  3/ 3, found:	243.867	437.094
Length  288/24, alignment  3/ 3, fail:	309.617	422.555
Length  288/24, alignment  3/ 9, found:	238.906	435.492
Length  288/24, alignment  3/ 9, fail:	309.344	421.891
Length  288/24, alignment  3/15, found:	238.703	435.242
Length  288/24, alignment  3/15, fail:	319.273	421.344
Length  288/24, alignment  9/ 0, found:	238.234	442.844
Length  288/24, alignment  9/ 0, fail:	333.789	480.945
Length  288/24, alignment  9/ 3, found:	236.422	435.625
Length  288/24, alignment  9/ 3, fail:	310.055	422.398
Length  288/24, alignment  9/ 9, found:	237.906	435.188
Length  288/24, alignment  9/ 9, fail:	312.68	423.648
Length  288/24, alignment  9/15, found:	235.031	441.906
Length  288/24, alignment  9/15, fail:	310.859	424.07
Length  288/24, alignment 15/ 0, found:	238.438	437.281
Length  288/24, alignment 15/ 0, fail:	310.938	436.039
Length  288/24, alignment 15/ 3, found:	243.836	436.203
Length  288/24, alignment 15/ 3, fail:	312.422	469.906
Length  288/24, alignment 15/ 9, found:	242.789	442.188
Length  288/24, alignment 15/ 9, fail:	311.93	477.922
Length  288/24, alignment 15/15, found:	240.914	436.109
Length  288/24, alignment 15/15, fail:	318.039	470.266
Length  312/24, alignment  0/ 0, found:	247.453	462.867
Length  312/24, alignment  0/ 0, fail:	345.188	461.906
Length  312/24, alignment  0/ 3, found:	274.398	459.859
Length  312/24, alignment  0/ 3, fail:	352.094	520.492
Length  312/24, alignment  0/ 9, found:	248.578	465.156
Length  312/24, alignment  0/ 9, fail:	345.531	453.273
Length  312/24, alignment  0/15, found:	247.234	464.688
Length  312/24, alignment  0/15, fail:	349.766	459.633
Length  312/24, alignment  3/ 0, found:	245.758	457.766
Length  312/24, alignment  3/ 0, fail:	344.445	461.93
Length  312/24, alignment  3/ 3, found:	267.469	463.852
Length  312/24, alignment  3/ 3, fail:	345.453	519.609
Length  312/24, alignment  3/ 9, found:	250.578	464.719
Length  312/24, alignment  3/ 9, fail:	355.578	519.938
Length  312/24, alignment  3/15, found:	244.562	460.648
Length  312/24, alignment  3/15, fail:	347.398	519.555
Length  312/24, alignment  9/ 0, found:	246.086	466.727
Length  312/24, alignment  9/ 0, fail:	345.711	475.398
Length  312/24, alignment  9/ 3, found:	249.828	456.75
Length  312/24, alignment  9/ 3, fail:	344.148	517.477
Length  312/24, alignment  9/ 9, found:	250.711	459.445
Length  312/24, alignment  9/ 9, fail:	346.367	462.656
Length  312/24, alignment  9/15, found:	251.312	459.156
Length  312/24, alignment  9/15, fail:	346.867	454.875
Length  312/24, alignment 15/ 0, found:	265.961	477.062
Length  312/24, alignment 15/ 0, fail:	377.648	474.664
Length  312/24, alignment 15/ 3, found:	252.016	465.656
Length  312/24, alignment 15/ 3, fail:	351.695	465.062
Length  312/24, alignment 15/ 9, found:	256.055	466.641
Length  312/24, alignment 15/ 9, fail:	344.414	461.32
Length  312/24, alignment 15/15, found:	248.461	466.219
Length  312/24, alignment 15/15, fail:	344.242	461.211
Length  336/24, alignment  0/ 0, found:	260.867	486.016
Length  336/24, alignment  0/ 0, fail:	357.406	486.664
Length  336/24, alignment  0/ 3, found:	282.375	531.016
Length  336/24, alignment  0/ 3, fail:	390.383	588.344
Length  336/24, alignment  0/ 9, found:	275.344	529.398
Length  336/24, alignment  0/ 9, fail:	397.008	579.711
Length  336/24, alignment  0/15, found:	280.992	521.555
Length  336/24, alignment  0/15, fail:	398.188	590.297
Length  336/24, alignment  3/ 0, found:	279.164	539.977
Length  336/24, alignment  3/ 0, fail:	406.891	607.594
Length  336/24, alignment  3/ 3, found:	297.625	544.195
Length  336/24, alignment  3/ 3, fail:	449.719	533.117
Length  336/24, alignment  3/ 9, found:	300.25	522.219
Length  336/24, alignment  3/ 9, fail:	388.43	585.141
Length  336/24, alignment  3/15, found:	289.609	526.977
Length  336/24, alignment  3/15, fail:	391.578	544.328
Length  336/24, alignment  9/ 0, found:	283.266	530.062
Length  336/24, alignment  9/ 0, fail:	390.766	583.828
Length  336/24, alignment  9/ 3, found:	284.445	529.445
Length  336/24, alignment  9/ 3, fail:	400.43	534.734
Length  336/24, alignment  9/ 9, found:	258.891	479.375
Length  336/24, alignment  9/ 9, fail:	363.234	538.133
Length  336/24, alignment  9/15, found:	257.672	496.383
Length  336/24, alignment  9/15, fail:	363.578	587.766
Length  336/24, alignment 15/ 0, found:	286.727	530.867
Length  336/24, alignment 15/ 0, fail:	399.766	589.242
Length  336/24, alignment 15/ 3, found:	285.641	524
Length  336/24, alignment 15/ 3, fail:	393.742	517.93
Length  336/24, alignment 15/ 9, found:	269.633	486.586
Length  336/24, alignment 15/ 9, fail:	361.984	493.852
Length  336/24, alignment 15/15, found:	268.812	485.992
Length  336/24, alignment 15/15, fail:	357.336	479.438
Length  360/24, alignment  0/ 0, found:	294.508	547.078
Length  360/24, alignment  0/ 0, fail:	423.961	543.148
Length  360/24, alignment  0/ 3, found:	312.164	568.953
Length  360/24, alignment  0/ 3, fail:	434	646.055
Length  360/24, alignment  0/ 9, found:	307.859	588.344
Length  360/24, alignment  0/ 9, fail:	440.391	645.031
Length  360/24, alignment  0/15, found:	314.203	551.898
Length  360/24, alignment  0/15, fail:	420.75	626.867
Length  360/24, alignment  3/ 0, found:	296.328	527.625
Length  360/24, alignment  3/ 0, fail:	389.602	504.875
Length  360/24, alignment  3/ 3, found:	274.516	515.109
Length  360/24, alignment  3/ 3, fail:	443.484	626.875
Length  360/24, alignment  3/ 9, found:	305.57	546.891
Length  360/24, alignment  3/ 9, fail:	473.555	628.711
Length  360/24, alignment  3/15, found:	293.398	546.93
Length  360/24, alignment  3/15, fail:	421.125	544.352
Length  360/24, alignment  9/ 0, found:	298.453	552.07
Length  360/24, alignment  9/ 0, fail:	419.242	573.539
Length  360/24, alignment  9/ 3, found:	295.906	549.391
Length  360/24, alignment  9/ 3, fail:	420.055	625.531
Length  360/24, alignment  9/ 9, found:	300.672	545.07
Length  360/24, alignment  9/ 9, fail:	419.773	548.961
Length  360/24, alignment  9/15, found:	299.367	549.953
Length  360/24, alignment  9/15, fail:	421.75	549.242
Length  360/24, alignment 15/ 0, found:	303.016	576.227
Length  360/24, alignment 15/ 0, fail:	425.18	624.984
Length  360/24, alignment 15/ 3, found:	295.812	554.766
Length  360/24, alignment 15/ 3, fail:	422.898	625.055
Length  360/24, alignment 15/ 9, found:	293.625	547.508
Length  360/24, alignment 15/ 9, fail:	465.078	625.992
Length  360/24, alignment 15/15, found:	297.562	558.578
Length  360/24, alignment 15/15, fail:	428.453	626.828
Length   50/25, alignment  0/ 0, found:	115.891	227.75
Length   50/25, alignment  0/ 0, fail:	109.977	224.672
Length   50/25, alignment  0/ 3, found:	110.641	225.281
Length   50/25, alignment  0/ 3, fail:	109.555	222.734
Length   50/25, alignment  0/ 9, found:	109.922	225.18
Length   50/25, alignment  0/ 9, fail:	113.602	222.734
Length   50/25, alignment  0/15, found:	113.133	225.102
Length   50/25, alignment  0/15, fail:	114.125	223.016
Length   50/25, alignment  3/ 0, found:	110.867	224.852
Length   50/25, alignment  3/ 0, fail:	113.992	222.156
Length   50/25, alignment  3/ 3, found:	110.906	225.336
Length   50/25, alignment  3/ 3, fail:	109.016	222.797
Length   50/25, alignment  3/ 9, found:	109.07	226.195
Length   50/25, alignment  3/ 9, fail:	112.586	224.43
Length   50/25, alignment  3/15, found:	109.82	243.922
Length   50/25, alignment  3/15, fail:	109.336	222.656
Length   50/25, alignment  9/ 0, found:	112.266	225.258
Length   50/25, alignment  9/ 0, fail:	108.773	222.18
Length   50/25, alignment  9/ 3, found:	114.438	226.258
Length   50/25, alignment  9/ 3, fail:	108.438	222.188
Length   50/25, alignment  9/ 9, found:	110.977	226.25
Length   50/25, alignment  9/ 9, fail:	117.406	224.062
Length   50/25, alignment  9/15, found:	109.609	226.125
Length   50/25, alignment  9/15, fail:	116.844	223.078
Length   50/25, alignment 15/ 0, found:	114.883	226.633
Length   50/25, alignment 15/ 0, fail:	110.156	224.008
Length   50/25, alignment 15/ 3, found:	111.094	227.422
Length   50/25, alignment 15/ 3, fail:	109.906	224.617
Length   50/25, alignment 15/ 9, found:	111.453	226.227
Length   50/25, alignment 15/ 9, fail:	108.164	222.352
Length   50/25, alignment 15/15, found:	110.461	226.188
Length   50/25, alignment 15/15, fail:	108.812	224.07
Length   75/25, alignment  0/ 0, found:	142.297	251.25
Length   75/25, alignment  0/ 0, fail:	130.711	245.719
Length   75/25, alignment  0/ 3, found:	120.547	250.32
Length   75/25, alignment  0/ 3, fail:	131.039	245.25
Length   75/25, alignment  0/ 9, found:	121.617	250.414
Length   75/25, alignment  0/ 9, fail:	133.336	246.586
Length   75/25, alignment  0/15, found:	121.625	250.383
Length   75/25, alignment  0/15, fail:	132.594	246.531
Length   75/25, alignment  3/ 0, found:	121.492	250.312
Length   75/25, alignment  3/ 0, fail:	133.461	246.938
Length   75/25, alignment  3/ 3, found:	120.844	250.047
Length   75/25, alignment  3/ 3, fail:	133.109	246.844
Length   75/25, alignment  3/ 9, found:	121.258	249.789
Length   75/25, alignment  3/ 9, fail:	134.133	246.586
Length   75/25, alignment  3/15, found:	120.273	250.328
Length   75/25, alignment  3/15, fail:	133.219	246.656
Length   75/25, alignment  9/ 0, found:	140.266	250.195
Length   75/25, alignment  9/ 0, fail:	133.453	245.953
Length   75/25, alignment  9/ 3, found:	121.984	250.227
Length   75/25, alignment  9/ 3, fail:	132.375	245.406
Length   75/25, alignment  9/ 9, found:	121.227	250.258
Length   75/25, alignment  9/ 9, fail:	130.641	245.898
Length   75/25, alignment  9/15, found:	122.43	250.828
Length   75/25, alignment  9/15, fail:	133.125	246.766
Length   75/25, alignment 15/ 0, found:	123.141	250.359
Length   75/25, alignment 15/ 0, fail:	133.312	245.602
Length   75/25, alignment 15/ 3, found:	123.031	250.766
Length   75/25, alignment 15/ 3, fail:	131.93	246.75
Length   75/25, alignment 15/ 9, found:	123.133	250.359
Length   75/25, alignment 15/ 9, fail:	131.062	246.625
Length   75/25, alignment 15/15, found:	128.914	250.297
Length   75/25, alignment 15/15, fail:	132.297	246.664
Length  100/25, alignment  0/ 0, found:	153.312	276.352
Length  100/25, alignment  0/ 0, fail:	148.688	270.945
Length  100/25, alignment  0/ 3, found:	135.047	274.68
Length  100/25, alignment  0/ 3, fail:	149.047	270.852
Length  100/25, alignment  0/ 9, found:	134.172	275.391
Length  100/25, alignment  0/ 9, fail:	150.5	272.656
Length  100/25, alignment  0/15, found:	134.18	275.539
Length  100/25, alignment  0/15, fail:	148.461	272.477
Length  100/25, alignment  3/ 0, found:	131.281	275.453
Length  100/25, alignment  3/ 0, fail:	159.367	264.5
Length  100/25, alignment  3/ 3, found:	121.797	252.516
Length  100/25, alignment  3/ 3, fail:	140.945	247.516
Length  100/25, alignment  3/ 9, found:	120.758	251.625
Length  100/25, alignment  3/ 9, fail:	136.477	249.672
Length  100/25, alignment  3/15, found:	117.992	272.359
Length  100/25, alignment  3/15, fail:	136.891	249.312
Length  100/25, alignment  9/ 0, found:	125.703	251.039
Length  100/25, alignment  9/ 0, fail:	137.969	248.297
Length  100/25, alignment  9/ 3, found:	121.008	252.789
Length  100/25, alignment  9/ 3, fail:	138.188	249.758
Length  100/25, alignment  9/ 9, found:	127.422	252.438
Length  100/25, alignment  9/ 9, fail:	142.625	249.508
Length  100/25, alignment  9/15, found:	124.422	252.445
Length  100/25, alignment  9/15, fail:	138.352	249.672
Length  100/25, alignment 15/ 0, found:	126.578	252.875
Length  100/25, alignment 15/ 0, fail:	138.328	249.586
Length  100/25, alignment 15/ 3, found:	125.438	252.625
Length  100/25, alignment 15/ 3, fail:	141.438	247.352
Length  100/25, alignment 15/ 9, found:	122.773	252.57
Length  100/25, alignment 15/ 9, fail:	136.836	247.883
Length  100/25, alignment 15/15, found:	122.578	272.625
Length  100/25, alignment 15/15, fail:	143.297	249.633
Length  125/25, alignment  0/ 0, found:	136.859	274.133
Length  125/25, alignment  0/ 0, fail:	163.43	268.727
Length  125/25, alignment  0/ 3, found:	132.992	273.781
Length  125/25, alignment  0/ 3, fail:	159.211	269.719
Length  125/25, alignment  0/ 9, found:	131.281	273.25
Length  125/25, alignment  0/ 9, fail:	165.469	269.695
Length  125/25, alignment  0/15, found:	132.742	273.789
Length  125/25, alignment  0/15, fail:	168.555	269.133
Length  125/25, alignment  3/ 0, found:	135.977	273.445
Length  125/25, alignment  3/ 0, fail:	173.289	269.344
Length  125/25, alignment  3/ 3, found:	136.039	272.977
Length  125/25, alignment  3/ 3, fail:	162.594	268.383
Length  125/25, alignment  3/ 9, found:	132.805	272.914
Length  125/25, alignment  3/ 9, fail:	182.336	268.961
Length  125/25, alignment  3/15, found:	138.375	273.281
Length  125/25, alignment  3/15, fail:	164.648	268.594
Length  125/25, alignment  9/ 0, found:	137.938	272.914
Length  125/25, alignment  9/ 0, fail:	172.805	269.078
Length  125/25, alignment  9/ 3, found:	133.18	273.172
Length  125/25, alignment  9/ 3, fail:	161.695	268.844
Length  125/25, alignment  9/ 9, found:	128.141	272.812
Length  125/25, alignment  9/ 9, fail:	159.641	267.109
Length  125/25, alignment  9/15, found:	135.367	272.828
Length  125/25, alignment  9/15, fail:	169.469	266.984
Length  125/25, alignment 15/ 0, found:	138.539	272.891
Length  125/25, alignment 15/ 0, fail:	163.789	266.57
Length  125/25, alignment 15/ 3, found:	135.602	272.867
Length  125/25, alignment 15/ 3, fail:	161.352	288.953
Length  125/25, alignment 15/ 9, found:	136.891	273
Length  125/25, alignment 15/ 9, fail:	168.266	267
Length  125/25, alignment 15/15, found:	137.781	272.953
Length  125/25, alignment 15/15, fail:	163.211	268.539
Length  150/25, alignment  0/ 0, found:	144.93	295.656
Length  150/25, alignment  0/ 0, fail:	187.734	294.227
Length  150/25, alignment  0/ 3, found:	154.219	295.188
Length  150/25, alignment  0/ 3, fail:	179.844	290.055
Length  150/25, alignment  0/ 9, found:	143.547	296.039
Length  150/25, alignment  0/ 9, fail:	177.008	289.977
Length  150/25, alignment  0/15, found:	144.703	296.188
Length  150/25, alignment  0/15, fail:	175.508	293.086
Length  150/25, alignment  3/ 0, found:	145.445	296.391
Length  150/25, alignment  3/ 0, fail:	188.445	293.344
Length  150/25, alignment  3/ 3, found:	146.039	295.75
Length  150/25, alignment  3/ 3, fail:	187.422	290.977
Length  150/25, alignment  3/ 9, found:	145.211	297.438
Length  150/25, alignment  3/ 9, fail:	180.492	290.844
Length  150/25, alignment  3/15, found:	144.922	297
Length  150/25, alignment  3/15, fail:	178.891	290.766
Length  150/25, alignment  9/ 0, found:	145.305	297.172
Length  150/25, alignment  9/ 0, fail:	184.414	290.586
Length  150/25, alignment  9/ 3, found:	144.289	297.125
Length  150/25, alignment  9/ 3, fail:	186.625	293.789
Length  150/25, alignment  9/ 9, found:	146.453	297.031
Length  150/25, alignment  9/ 9, fail:	181.125	294.328
Length  150/25, alignment  9/15, found:	170.164	297.07
Length  150/25, alignment  9/15, fail:	186.008	291.523
Length  150/25, alignment 15/ 0, found:	147.836	300.406
Length  150/25, alignment 15/ 0, fail:	179.758	292.031
Length  150/25, alignment 15/ 3, found:	146.781	297.172
Length  150/25, alignment 15/ 3, fail:	175.703	292.141
Length  150/25, alignment 15/ 9, found:	150.523	297.906
Length  150/25, alignment 15/ 9, fail:	194.117	291.336
Length  150/25, alignment 15/15, found:	145.508	297.969
Length  150/25, alignment 15/15, fail:	181.852	294.766
Length  175/25, alignment  0/ 0, found:	160.344	322.117
Length  175/25, alignment  0/ 0, fail:	204	312.086
Length  175/25, alignment  0/ 3, found:	158.672	320.414
Length  175/25, alignment  0/ 3, fail:	220.562	314.945
Length  175/25, alignment  0/ 9, found:	161.938	320.188
Length  175/25, alignment  0/ 9, fail:	205.141	312.492
Length  175/25, alignment  0/15, found:	161.93	320.172
Length  175/25, alignment  0/15, fail:	206.555	312.773
Length  175/25, alignment  3/ 0, found:	162.516	320.164
Length  175/25, alignment  3/ 0, fail:	205.641	314.898
Length  175/25, alignment  3/ 3, found:	159.078	320.375
Length  175/25, alignment  3/ 3, fail:	214.086	311.188
Length  175/25, alignment  3/ 9, found:	160.75	320.953
Length  175/25, alignment  3/ 9, fail:	209.492	311.375
Length  175/25, alignment  3/15, found:	159.219	343.422
Length  175/25, alignment  3/15, fail:	251.562	343.477
Length  175/25, alignment  9/ 0, found:	171.031	348.727
Length  175/25, alignment  9/ 0, fail:	222.547	340.023
Length  175/25, alignment  9/ 3, found:	170.773	348.562
Length  175/25, alignment  9/ 3, fail:	223.812	339.312
Length  175/25, alignment  9/ 9, found:	177.422	348.422
Length  175/25, alignment  9/ 9, fail:	225.312	338.656
Length  175/25, alignment  9/15, found:	184.422	348.312
Length  175/25, alignment  9/15, fail:	220.188	338.828
Length  175/25, alignment 15/ 0, found:	179.867	348.336
Length  175/25, alignment 15/ 0, fail:	221.828	342.375
Length  175/25, alignment 15/ 3, found:	204.422	349.438
Length  175/25, alignment 15/ 3, fail:	235.328	339.781
Length  175/25, alignment 15/ 9, found:	184.773	349.719
Length  175/25, alignment 15/ 9, fail:	234.227	339.258
Length  175/25, alignment 15/15, found:	172.023	349.406
Length  175/25, alignment 15/15, fail:	227.289	343.047
Length  200/25, alignment  0/ 0, found:	183.188	375.734
Length  200/25, alignment  0/ 0, fail:	273.664	402.688
Length  200/25, alignment  0/ 3, found:	184.688	374.523
Length  200/25, alignment  0/ 3, fail:	271.875	404.531
Length  200/25, alignment  0/ 9, found:	189.156	393.617
Length  200/25, alignment  0/ 9, fail:	273.547	393.203
Length  200/25, alignment  0/15, found:	194.18	373.945
Length  200/25, alignment  0/15, fail:	271.477	394.562
Length  200/25, alignment  3/ 0, found:	192.148	372.969
Length  200/25, alignment  3/ 0, fail:	270.844	396.688
Length  200/25, alignment  3/ 3, found:	188.344	380.797
Length  200/25, alignment  3/ 3, fail:	279.734	412.594
Length  200/25, alignment  3/ 9, found:	197.227	385
Length  200/25, alignment  3/ 9, fail:	280.367	404.438
Length  200/25, alignment  3/15, found:	183.078	398.195
Length  200/25, alignment  3/15, fail:	282.43	401.359
Length  200/25, alignment  9/ 0, found:	185.156	374.391
Length  200/25, alignment  9/ 0, fail:	269.234	400.633
Length  200/25, alignment  9/ 3, found:	185.672	373.344
Length  200/25, alignment  9/ 3, fail:	265.984	398.031
Length  200/25, alignment  9/ 9, found:	186	372.688
Length  200/25, alignment  9/ 9, fail:	275.312	398.445
Length  200/25, alignment  9/15, found:	188.398	372.43
Length  200/25, alignment  9/15, fail:	284.828	398.102
Length  200/25, alignment 15/ 0, found:	191.469	389.492
Length  200/25, alignment 15/ 0, fail:	273.969	391.648
Length  200/25, alignment 15/ 3, found:	188.133	373.195
Length  200/25, alignment 15/ 3, fail:	283.273	397.406
Length  200/25, alignment 15/ 9, found:	189.977	372.477
Length  200/25, alignment 15/ 9, fail:	275.148	400.625
Length  200/25, alignment 15/15, found:	183.68	373.391
Length  200/25, alignment 15/15, fail:	266.281	404.914
Length  225/25, alignment  0/ 0, found:	229.789	416.414
Length  225/25, alignment  0/ 0, fail:	283.812	414.875
Length  225/25, alignment  0/ 3, found:	229.609	421.336
Length  225/25, alignment  0/ 3, fail:	287.711	410.328
Length  225/25, alignment  0/ 9, found:	230.727	420.766
Length  225/25, alignment  0/ 9, fail:	279.828	410.688
Length  225/25, alignment  0/15, found:	231.219	421.352
Length  225/25, alignment  0/15, fail:	277.367	418.227
Length  225/25, alignment  3/ 0, found:	230.367	420.414
Length  225/25, alignment  3/ 0, fail:	277.547	421.453
Length  225/25, alignment  3/ 3, found:	235.727	414.32
Length  225/25, alignment  3/ 3, fail:	307.164	418.211
Length  225/25, alignment  3/ 9, found:	229.711	418.023
Length  225/25, alignment  3/ 9, fail:	281.648	416.109
Length  225/25, alignment  3/15, found:	222.719	382.305
Length  225/25, alignment  3/15, fail:	257.562	378.219
Length  225/25, alignment  9/ 0, found:	211.945	384.852
Length  225/25, alignment  9/ 0, fail:	253.695	374.344
Length  225/25, alignment  9/ 3, found:	210.195	380.086
Length  225/25, alignment  9/ 3, fail:	261.094	376.797
Length  225/25, alignment  9/ 9, found:	218.711	444.062
Length  225/25, alignment  9/ 9, fail:	285.188	415.938
Length  225/25, alignment  9/15, found:	234.711	420.547
Length  225/25, alignment  9/15, fail:	292.375	408.086
Length  225/25, alignment 15/ 0, found:	232.164	420.438
Length  225/25, alignment 15/ 0, fail:	304.938	412.547
Length  225/25, alignment 15/ 3, found:	227.055	419.938
Length  225/25, alignment 15/ 3, fail:	284.898	407.406
Length  225/25, alignment 15/ 9, found:	232.617	414.438
Length  225/25, alignment 15/ 9, fail:	299.281	426.539
Length  225/25, alignment 15/15, found:	228.664	419
Length  225/25, alignment 15/15, fail:	275.477	406.672
Length  250/25, alignment  0/ 0, found:	235.93	440.375
Length  250/25, alignment  0/ 0, fail:	308.914	431.18
Length  250/25, alignment  0/ 3, found:	241.219	445.359
Length  250/25, alignment  0/ 3, fail:	310.203	435.836
Length  250/25, alignment  0/ 9, found:	247.031	444.711
Length  250/25, alignment  0/ 9, fail:	308.117	429.492
Length  250/25, alignment  0/15, found:	254.68	439.328
Length  250/25, alignment  0/15, fail:	311.688	436.68
Length  250/25, alignment  3/ 0, found:	244.477	444.656
Length  250/25, alignment  3/ 0, fail:	304.688	434.234
Length  250/25, alignment  3/ 3, found:	241.742	444.742
Length  250/25, alignment  3/ 3, fail:	310.445	446.43
Length  250/25, alignment  3/ 9, found:	255.148	452.453
Length  250/25, alignment  3/ 9, fail:	360.242	457.523
Length  250/25, alignment  3/15, found:	259.664	479.719
Length  250/25, alignment  3/15, fail:	314.727	472.992
Length  250/25, alignment  9/ 0, found:	259.102	474.195
Length  250/25, alignment  9/ 0, fail:	330.539	471.172
Length  250/25, alignment  9/ 3, found:	256.625	474.094
Length  250/25, alignment  9/ 3, fail:	352.312	464.039
Length  250/25, alignment  9/ 9, found:	258.414	473.031
Length  250/25, alignment  9/ 9, fail:	328.305	463.484
Length  250/25, alignment  9/15, found:	258.586	487.102
Length  250/25, alignment  9/15, fail:	332.805	469.336
Length  250/25, alignment 15/ 0, found:	256.141	482.195
Length  250/25, alignment 15/ 0, fail:	355.141	521.703
Length  250/25, alignment 15/ 3, found:	301.477	545.531
Length  250/25, alignment 15/ 3, fail:	383.148	525.797
Length  250/25, alignment 15/ 9, found:	294.891	540.594
Length  250/25, alignment 15/ 9, fail:	374.531	558.789
Length  250/25, alignment 15/15, found:	295.25	545.203
Length  250/25, alignment 15/15, fail:	411.586	521.273
Length  275/25, alignment  0/ 0, found:	319.156	568.648
Length  275/25, alignment  0/ 0, fail:	398.555	557.812
Length  275/25, alignment  0/ 3, found:	316.648	569.406
Length  275/25, alignment  0/ 3, fail:	402.109	555.484
Length  275/25, alignment  0/ 9, found:	310.719	594.305
Length  275/25, alignment  0/ 9, fail:	404.477	564.141
Length  275/25, alignment  0/15, found:	308.977	574.797
Length  275/25, alignment  0/15, fail:	398.789	555.633
Length  275/25, alignment  3/ 0, found:	322.781	567.5
Length  275/25, alignment  3/ 0, fail:	400.531	555.547
Length  275/25, alignment  3/ 3, found:	308	566.367
Length  275/25, alignment  3/ 3, fail:	422.961	563.812
Length  275/25, alignment  3/ 9, found:	309.219	574.648
Length  275/25, alignment  3/ 9, fail:	413.039	555.305
Length  275/25, alignment  3/15, found:	309.414	566.906
Length  275/25, alignment  3/15, fail:	405.922	553.953
Length  275/25, alignment  9/ 0, found:	313.164	576.508
Length  275/25, alignment  9/ 0, fail:	409.438	577.391
Length  275/25, alignment  9/ 3, found:	311.25	573.023
Length  275/25, alignment  9/ 3, fail:	444.664	557.289
Length  275/25, alignment  9/ 9, found:	309.445	574.828
Length  275/25, alignment  9/ 9, fail:	437.258	556.836
Length  275/25, alignment  9/15, found:	314.203	573.008
Length  275/25, alignment  9/15, fail:	408.641	556.945
Length  275/25, alignment 15/ 0, found:	314.461	588.172
Length  275/25, alignment 15/ 0, fail:	407.68	565.242
Length  275/25, alignment 15/ 3, found:	315.547	577.211
Length  275/25, alignment 15/ 3, fail:	406.648	556.406
Length  275/25, alignment 15/ 9, found:	315.422	575.602
Length  275/25, alignment 15/ 9, fail:	400.008	556.367
Length  275/25, alignment 15/15, found:	320.758	567.57
Length  275/25, alignment 15/15, fail:	398.281	565.062
Length  300/25, alignment  0/ 0, found:	329.961	610
Length  300/25, alignment  0/ 0, fail:	442.945	590.812
Length  300/25, alignment  0/ 3, found:	330.43	610.656
Length  300/25, alignment  0/ 3, fail:	437.344	597.812
Length  300/25, alignment  0/ 9, found:	326.281	609.375
Length  300/25, alignment  0/ 9, fail:	459.93	602.055
Length  300/25, alignment  0/15, found:	327.172	602.5
Length  300/25, alignment  0/15, fail:	436.898	597.602
Length  300/25, alignment  3/ 0, found:	335.867	611.383
