                       	oldstrsep	strsep	simple_strsep
Length   20/5, alignment  9/ 3, found:	20.3359	22.6016	75.6016
Length   20/5, alignment  9/ 3, fail:	10.0625	11.7812	142.945
Length   20/5, alignment  9/ 9, found:	20.3516	22.5781	75.5781
Length   20/5, alignment  9/ 9, fail:	9.95312	11.5859	142.883
Length   20/5, alignment  9/15, found:	20.5078	22.6328	75.5938
Length   20/5, alignment  9/15, fail:	10.8906	11.8281	132.742
Length   20/5, alignment 15/ 0, found:	20.3984	22.5703	72.1719
Length   20/5, alignment 15/ 0, fail:	11.4375	13.5078	132.734
Length   20/5, alignment 15/ 3, found:	20.5391	22.5078	72.1484
Length   20/5, alignment 15/ 3, fail:	12.3203	14.1016	132.797
Length   20/5, alignment 15/ 9, found:	20.3203	22.5547	72.1875
Length   20/5, alignment 15/ 9, fail:	12.2656	12.3047	132.766
Length   20/5, alignment 15/15, found:	20.5312	22.7656	72.1562
Length   20/5, alignment 15/15, fail:	13.0391	13.5625	132.742
Length   25/5, alignment  0/ 0, found:	20.4453	22.5938	85.1094
Length   25/5, alignment  0/ 0, fail:	12.3281	10.7188	164.297
Length   25/5, alignment  0/ 3, found:	20.4141	22.6484	89.4219
Length   25/5, alignment  0/ 3, fail:	13.4062	13.4531	177.266
Length   25/5, alignment  0/ 9, found:	20.3516	22.6094	89.3672
Length   25/5, alignment  0/ 9, fail:	12.2969	13.3438	177.383
Length   25/5, alignment  0/15, found:	20.6016	22.7344	89.3047
Length   25/5, alignment  0/15, fail:	13.4922	13.1641	177.336
Length   25/5, alignment  3/ 0, found:	21.1094	22.1484	89.2969
Length   25/5, alignment  3/ 0, fail:	10.0234	9.82812	177.328
Length   25/5, alignment  3/ 3, found:	21.1016	22.0781	89.3281
Length   25/5, alignment  3/ 3, fail:	10.7188	10.4688	177.234
Length   25/5, alignment  3/ 9, found:	21.0391	22.0703	95.375
Length   25/5, alignment  3/ 9, fail:	9.72656	9.57812	171.148
Length   25/5, alignment  3/15, found:	20.4609	21.4219	86.3047
Length   25/5, alignment  3/15, fail:	10.5703	10.8672	201.359
Length   25/5, alignment  9/ 0, found:	19.6953	21.8516	86.5
Length   25/5, alignment  9/ 0, fail:	11.6719	11.9531	171.227
Length   25/5, alignment  9/ 3, found:	19.7266	21.9141	86.2969
Length   25/5, alignment  9/ 3, fail:	14.0625	12.3438	172.234
Length   25/5, alignment  9/ 9, found:	19.6484	21.8438	87.2969
Length   25/5, alignment  9/ 9, fail:	13.4609	12.3828	172.195
Length   25/5, alignment  9/15, found:	19.7969	21.9766	87.3125
Length   25/5, alignment  9/15, fail:	13.6797	13.2109	172.125
Length   25/5, alignment 15/ 0, found:	19.8203	21.8906	87.3047
Length   25/5, alignment 15/ 0, fail:	10.9609	12.0703	172.156
Length   25/5, alignment 15/ 3, found:	19.6406	21.9062	87.3203
Length   25/5, alignment 15/ 3, fail:	13.3125	11.9922	172.172
Length   25/5, alignment 15/ 9, found:	19.6016	21.8516	87.2891
Length   25/5, alignment 15/ 9, fail:	13.8672	13.4922	172.055
Length   25/5, alignment 15/15, found:	19.7812	22.0234	87.2969
Length   25/5, alignment 15/15, fail:	14.125	13.7109	172.172
Length   30/5, alignment  0/ 0, found:	19.6953	21.9531	107.773
Length   30/5, alignment  0/ 0, fail:	12.4141	10.3125	205.75
Length   30/5, alignment  0/ 3, found:	19.7578	21.875	107.289
Length   30/5, alignment  0/ 3, fail:	13.9531	13.0156	205.461
Length   30/5, alignment  0/ 9, found:	19.6641	21.7812	107.227
Length   30/5, alignment  0/ 9, fail:	13.9766	12.3047	205.445
Length   30/5, alignment  0/15, found:	19.8594	21.8828	107.133
Length   30/5, alignment  0/15, fail:	12.25	12.5078	205.367
Length   30/5, alignment  3/ 0, found:	19.7031	21.7812	107.18
Length   30/5, alignment  3/ 0, fail:	11.0312	11.7109	205.391
Length   30/5, alignment  3/ 3, found:	19.7422	21.7422	107.148
Length   30/5, alignment  3/ 3, fail:	13.2891	12.9844	205.352
Length   30/5, alignment  3/ 9, found:	19.7344	21.7578	115.148
Length   30/5, alignment  3/ 9, fail:	13.8906	12.6641	220.789
Length   30/5, alignment  3/15, found:	19.8281	21.9766	136.734
Length   30/5, alignment  3/15, fail:	12.6484	13.0938	220.68
Length   30/5, alignment  9/ 0, found:	19.6875	21.7891	107.117
Length   30/5, alignment  9/ 0, fail:	11.1094	11.4219	205.375
Length   30/5, alignment  9/ 3, found:	19.6172	21.8359	107.453
Length   30/5, alignment  9/ 3, fail:	12.8672	12.9531	205.406
Length   30/5, alignment  9/ 9, found:	19.9297	21.7734	107.453
Length   30/5, alignment  9/ 9, fail:	12.8906	12.0312	205.438
Length   30/5, alignment  9/15, found:	19.8047	22.0391	107.148
Length   30/5, alignment  9/15, fail:	12.9062	13.2109	205.484
Length   30/5, alignment 15/ 0, found:	19.7188	21.875	107.094
Length   30/5, alignment 15/ 0, fail:	11.0391	11.3203	220.82
Length   30/5, alignment 15/ 3, found:	19.6016	21.75	114.992
Length   30/5, alignment 15/ 3, fail:	11.7578	13.0703	220.906
Length   30/5, alignment 15/ 9, found:	19.6641	21.75	114.984
Length   30/5, alignment 15/ 9, fail:	13.0156	11.7578	220.781
Length   30/5, alignment 15/15, found:	20	22.0547	115.133
Length   30/5, alignment 15/15, fail:	12.5234	13.2109	220.906
Length   35/5, alignment  0/ 0, found:	20.3594	22.375	120.82
Length   35/5, alignment  0/ 0, fail:	13.6875	12.625	258
Length   35/5, alignment  0/ 3, found:	20.2344	22.3125	120.383
Length   35/5, alignment  0/ 3, fail:	13.5938	13.9531	256.562
Length   35/5, alignment  0/ 9, found:	19.7891	22.1016	120.453
Length   35/5, alignment  0/ 9, fail:	13.2578	13.6172	257.508
Length   35/5, alignment  0/15, found:	20.6484	22.6641	120.461
Length   35/5, alignment  0/15, fail:	14.1484	14.6484	255.586
Length   35/5, alignment  3/ 0, found:	19.7344	21.8984	120.312
Length   35/5, alignment  3/ 0, fail:	12.3203	11.5078	257.219
Length   35/5, alignment  3/ 3, found:	19.6016	50.6562	120.641
Length   35/5, alignment  3/ 3, fail:	13.25	13.3828	269.453
Length   35/5, alignment  3/ 9, found:	19.6484	21.7656	120.852
Length   35/5, alignment  3/ 9, fail:	12.7422	13.4844	269.445
Length   35/5, alignment  3/15, found:	19.8359	21.9062	120.875
Length   35/5, alignment  3/15, fail:	13.125	14.1953	259.297
Length   35/5, alignment  9/ 0, found:	19.7578	21.7969	120.641
Length   35/5, alignment  9/ 0, fail:	11.0312	11.8672	256.875
Length   35/5, alignment  9/ 3, found:	19.6953	21.8203	120.391
Length   35/5, alignment  9/ 3, fail:	12.875	13.5	256.094
Length   35/5, alignment  9/ 9, found:	19.6484	21.7422	120.398
Length   35/5, alignment  9/ 9, fail:	12.6719	12.8984	255.812
Length   35/5, alignment  9/15, found:	19.8438	21.8828	120.414
Length   35/5, alignment  9/15, fail:	14.0938	13.6641	254.188
Length   35/5, alignment 15/ 0, found:	20.2969	22.2656	120.406
Length   35/5, alignment 15/ 0, fail:	13.6016	14	256.156
Length   35/5, alignment 15/ 3, found:	20.5859	22.4062	120.391
Length   35/5, alignment 15/ 3, fail:	13.9141	15.0156	254.742
Length   35/5, alignment 15/ 9, found:	20.0234	22.0703	120.43
Length   35/5, alignment 15/ 9, fail:	13.3359	14.9766	257.344
Length   35/5, alignment 15/15, found:	20.5938	22.4375	120.414
Length   35/5, alignment 15/15, fail:	14.8906	15.9688	256.969
Length   24/6, alignment  0/ 0, found:	19.7812	22.0469	68.9375
Length   24/6, alignment  0/ 0, fail:	11.6094	10.5391	138.578
Length   24/6, alignment  0/ 3, found:	19.7969	21.9766	74.2266
Length   24/6, alignment  0/ 3, fail:	12.0312	12.0078	138.234
Length   24/6, alignment  0/ 9, found:	19.7188	21.7891	74.0781
Length   24/6, alignment  0/ 9, fail:	13.5938	11.9609	156.062
Length   24/6, alignment  0/15, found:	19.9922	22.0469	74.0859
Length   24/6, alignment  0/15, fail:	11.5625	12.5234	138.109
Length   24/6, alignment  3/ 0, found:	20.4062	21.3672	74.1094
Length   24/6, alignment  3/ 0, fail:	9.92188	9.99219	138.109
Length   24/6, alignment  3/ 3, found:	20.4062	21.3516	74.1094
Length   24/6, alignment  3/ 3, fail:	9.89062	10.8906	138.086
Length   24/6, alignment  3/ 9, found:	20.1797	21.4141	74.1094
Length   24/6, alignment  3/ 9, fail:	9.66406	10.8438	138.047
Length   24/6, alignment  3/15, found:	20.5703	21.4688	74.1094
Length   24/6, alignment  3/15, fail:	12.25	12.1328	138.031
Length   24/6, alignment  9/ 0, found:	19.6797	21.9609	74.125
Length   24/6, alignment  9/ 0, fail:	11.2656	14.2031	138.086
Length   24/6, alignment  9/ 3, found:	19.7031	21.9062	74.1172
Length   24/6, alignment  9/ 3, fail:	12.8672	13.2812	138.078
Length   24/6, alignment  9/ 9, found:	19.7188	21.8828	74.0859
Length   24/6, alignment  9/ 9, fail:	12.3281	13.1328	138.156
Length   24/6, alignment  9/15, found:	19.8203	21.9609	74.1016
Length   24/6, alignment  9/15, fail:	12.875	13.7969	137.992
Length   24/6, alignment 15/ 0, found:	19.8359	21.875	74.0625
Length   24/6, alignment 15/ 0, fail:	14.5859	12.5156	138.203
Length   24/6, alignment 15/ 3, found:	19.625	21.8672	74.0938
Length   24/6, alignment 15/ 3, fail:	13.3281	13.1172	138.031
Length   24/6, alignment 15/ 9, found:	19.7109	21.8594	74.1016
Length   24/6, alignment 15/ 9, fail:	12.3672	13.1094	138.031
Length   24/6, alignment 15/15, found:	19.7969	22.0234	73.9688
Length   24/6, alignment 15/15, fail:	12.5703	13.6562	138.086
Length   30/6, alignment  0/ 0, found:	19.75	21.9141	89.7266
Length   30/6, alignment  0/ 0, fail:	11.7969	10.25	195.578
Length   30/6, alignment  0/ 3, found:	19.625	21.9141	89.8984
Length   30/6, alignment  0/ 3, fail:	12.0547	11.8906	196.641
Length   30/6, alignment  0/ 9, found:	19.6641	21.8516	89.5781
Length   30/6, alignment  0/ 9, fail:	12.0547	11.9766	194.68
Length   30/6, alignment  0/15, found:	19.875	21.9531	89.4453
Length   30/6, alignment  0/15, fail:	12.9531	12.5703	196.648
Length   30/6, alignment  3/ 0, found:	19.8047	21.875	89.5547
Length   30/6, alignment  3/ 0, fail:	11.2266	13.5078	196.664
Length   30/6, alignment  3/ 3, found:	19.6797	21.9297	89.5781
Length   30/6, alignment  3/ 3, fail:	12.7891	13.1406	197.086
Length   30/6, alignment  3/ 9, found:	19.7344	21.8047	89.5469
Length   30/6, alignment  3/ 9, fail:	12.8906	13.1172	196.508
Length   30/6, alignment  3/15, found:	19.8984	21.9688	89.5469
Length   30/6, alignment  3/15, fail:	12.6406	13.7734	196.609
Length   30/6, alignment  9/ 0, found:	19.8203	21.875	89.5156
Length   30/6, alignment  9/ 0, fail:	11.3281	13.4922	196.539
Length   30/6, alignment  9/ 3, found:	19.6172	21.7656	89.5312
Length   30/6, alignment  9/ 3, fail:	12.5078	13.0547	196.633
Length   30/6, alignment  9/ 9, found:	19.6484	21.8281	89.5391
Length   30/6, alignment  9/ 9, fail:	12.8047	13.0469	196.438
Length   30/6, alignment  9/15, found:	19.875	22.1875	89.5391
Length   30/6, alignment  9/15, fail:	13.5625	13.6641	196.484
Length   30/6, alignment 15/ 0, found:	19.8516	21.8984	89.5312
Length   30/6, alignment 15/ 0, fail:	11.3594	14.0859	196.492
Length   30/6, alignment 15/ 3, found:	19.6406	21.9453	89.5391
Length   30/6, alignment 15/ 3, fail:	13.4062	14.5547	196.438
Length   30/6, alignment 15/ 9, found:	19.6406	21.8828	89.5391
Length   30/6, alignment 15/ 9, fail:	12.3594	14.6172	196.625
Length   30/6, alignment 15/15, found:	19.8047	21.9766	89.5234
Length   30/6, alignment 15/15, fail:	13.4922	13.7422	196.578
Length   36/6, alignment  0/ 0, found:	19.9922	22.1484	107.594
Length   36/6, alignment  0/ 0, fail:	13.2656	12.0859	264.234
Length   36/6, alignment  0/ 3, found:	19.9922	22.2734	107.312
Length   36/6, alignment  0/ 3, fail:	13.3828	13.6406	218.289
Length   36/6, alignment  0/ 9, found:	19.7734	21.9922	107.234
Length   36/6, alignment  0/ 9, fail:	13.1094	13.7031	218.07
Length   36/6, alignment  0/15, found:	20.2344	22.25	107.133
Length   36/6, alignment  0/15, fail:	13.625	14.1328	274.32
Length   36/6, alignment  3/ 0, found:	38.9141	21.8516	147.445
Length   36/6, alignment  3/ 0, fail:	12.3359	14.1406	298.617
Length   36/6, alignment  3/ 3, found:	19.9141	21.8359	147.461
Length   36/6, alignment  3/ 3, fail:	13.3047	12.9922	298.617
Length   36/6, alignment  3/ 9, found:	19.6797	21.8906	147.461
Length   36/6, alignment  3/ 9, fail:	13.5547	12.9453	274.305
Length   36/6, alignment  3/15, found:	19.9453	21.9688	107.258
Length   36/6, alignment  3/15, fail:	12.4922	13.6016	218.078
Length   36/6, alignment  9/ 0, found:	19.9219	21.875	107.227
Length   36/6, alignment  9/ 0, fail:	12.3281	12.5703	218.133
Length   36/6, alignment  9/ 3, found:	19.6094	21.7344	107.188
Length   36/6, alignment  9/ 3, fail:	11.8125	12.8516	218.008
Length   36/6, alignment  9/ 9, found:	19.625	21.9766	107.188
Length   36/6, alignment  9/ 9, fail:	11.7891	12.8594	218.055
Length   36/6, alignment  9/15, found:	19.8281	22.0312	107.195
Length   36/6, alignment  9/15, fail:	13.5703	13.1016	218.133
Length   36/6, alignment 15/ 0, found:	19.9688	22.2891	107.188
Length   36/6, alignment 15/ 0, fail:	13.6406	14.3203	218.062
Length   36/6, alignment 15/ 3, found:	19.9922	21.9375	107.18
Length   36/6, alignment 15/ 3, fail:	16.7109	14.6719	218.086
Length   36/6, alignment 15/ 9, found:	19.8984	21.9219	107.203
Length   36/6, alignment 15/ 9, fail:	13.5625	14.3906	218.133
Length   36/6, alignment 15/15, found:	20.0469	22.5938	107.188
Length   36/6, alignment 15/15, fail:	14.8047	15.4219	218.078
Length   42/6, alignment  0/ 0, found:	19.7656	22.0781	123.016
Length   42/6, alignment  0/ 0, fail:	11.5312	12.0312	251.188
Length   42/6, alignment  0/ 3, found:	19.8125	22.0234	146.391
Length   42/6, alignment  0/ 3, fail:	13.0625	13.5781	251.227
Length   42/6, alignment  0/ 9, found:	19.7891	22.0391	122.711
Length   42/6, alignment  0/ 9, fail:	13.2344	13.5781	251.195
Length   42/6, alignment  0/15, found:	19.8672	22.0625	122.695
Length   42/6, alignment  0/15, fail:	13.6875	14.8828	251.406
Length   42/6, alignment  3/ 0, found:	19.7891	21.8984	122.648
Length   42/6, alignment  3/ 0, fail:	11.5156	13.5312	251.172
Length   42/6, alignment  3/ 3, found:	19.6953	21.9453	122.633
Length   42/6, alignment  3/ 3, fail:	12.8828	13.1562	251.195
Length   42/6, alignment  3/ 9, found:	19.7422	21.8203	122.641
Length   42/6, alignment  3/ 9, fail:	12.8438	12.8047	251.172
Length   42/6, alignment  3/15, found:	19.8203	21.9688	122.656
Length   42/6, alignment  3/15, fail:	12.5781	13.6172	251.156
Length   42/6, alignment  9/ 0, found:	19.6562	21.875	122.664
Length   42/6, alignment  9/ 0, fail:	13.2109	13.9531	251.219
Length   42/6, alignment  9/ 3, found:	19.625	21.9531	122.656
Length   42/6, alignment  9/ 3, fail:	13.3203	14.6406	251.18
Length   42/6, alignment  9/ 9, found:	19.7188	21.8281	122.625
Length   42/6, alignment  9/ 9, fail:	15.4609	14.7344	251.188
Length   42/6, alignment  9/15, found:	19.7891	22.0469	122.648
Length   42/6, alignment  9/15, fail:	14.7188	15.3438	251.227
Length   42/6, alignment 15/ 0, found:	19.8047	22.2031	122.641
Length   42/6, alignment 15/ 0, fail:	13.4375	15.375	251.117
Length   42/6, alignment 15/ 3, found:	19.7734	21.9453	170.617
Length   42/6, alignment 15/ 3, fail:	13.3516	14.8984	364.953
Length   42/6, alignment 15/ 9, found:	19.7031	22.1172	169.422
Length   42/6, alignment 15/ 9, fail:	13.6562	14.5156	251.289
Length   42/6, alignment 15/15, found:	18.7422	20.8438	114.805
Length   42/6, alignment 15/15, fail:	13.6328	14.4141	235.016
Length   28/7, alignment  0/ 0, found:	18.5469	20.5469	80.7812
Length   28/7, alignment  0/ 0, fail:	9.10156	9.70312	183.422
Length   28/7, alignment  0/ 3, found:	18.5234	20.4766	90.5078
Length   28/7, alignment  0/ 3, fail:	11.0703	11.25	183.406
Length   28/7, alignment  0/ 9, found:	19.0078	20.8281	90.5312
Length   28/7, alignment  0/ 9, fail:	12.1484	11.3906	183.406
Length   28/7, alignment  0/15, found:	18.5625	20.7578	90.4688
Length   28/7, alignment  0/15, fail:	12.2266	11.8047	183.289
Length   28/7, alignment  3/ 0, found:	18.4922	20.4688	94.0781
Length   28/7, alignment  3/ 0, fail:	10.7734	11.9766	195.93
Length   28/7, alignment  3/ 3, found:	19.75	21.9062	96.7109
Length   28/7, alignment  3/ 3, fail:	11.4062	11.4531	196
Length   28/7, alignment  3/ 9, found:	20.5	22.3672	96.6094
Length   28/7, alignment  3/ 9, fail:	12.5	11.9219	251.984
Length   28/7, alignment  3/15, found:	19.7812	21.9609	124.82
Length   28/7, alignment  3/15, fail:	10.6797	11.7812	196.141
Length   28/7, alignment  9/ 0, found:	19.8516	21.7969	96.6016
Length   28/7, alignment  9/ 0, fail:	11	14.1953	196.695
Length   28/7, alignment  9/ 3, found:	19.9453	21.9375	96.6094
Length   28/7, alignment  9/ 3, fail:	12.1875	13.6328	197.586
Length   28/7, alignment  9/ 9, found:	20.1016	22.0859	96.6094
Length   28/7, alignment  9/ 9, fail:	13.1406	13.7031	196.859
Length   28/7, alignment  9/15, found:	19.7969	22.0469	96.7266
Length   28/7, alignment  9/15, fail:	12.7656	14.5312	197.609
Length   28/7, alignment 15/ 0, found:	19.7266	21.875	96.7109
Length   28/7, alignment 15/ 0, fail:	11.2891	14.2266	221.297
Length   28/7, alignment 15/ 3, found:	19.7109	21.7266	92.7578
Length   28/7, alignment 15/ 3, fail:	13.9297	13.7891	202.641
Length   28/7, alignment 15/ 9, found:	19.8906	22.1094	92.2578
Length   28/7, alignment 15/ 9, fail:	14.2969	14.0859	203.102
Length   28/7, alignment 15/15, found:	19.7422	21.7969	131.477
Length   28/7, alignment 15/15, fail:	14.0156	14.3438	280.492
Length   35/7, alignment  0/ 0, found:	19.875	22.0391	111.188
Length   35/7, alignment  0/ 0, fail:	13.0703	13.3828	243.164
Length   35/7, alignment  0/ 3, found:	19.8906	21.9922	110.891
Length   35/7, alignment  0/ 3, fail:	13.9609	13.625	243.258
Length   35/7, alignment  0/ 9, found:	20.4297	22.9531	110.844
Length   35/7, alignment  0/ 9, fail:	14.7656	14.1875	243.648
Length   35/7, alignment  0/15, found:	20.0781	22.0938	110.812
Length   35/7, alignment  0/15, fail:	13.3828	14.5625	243.484
Length   35/7, alignment  3/ 0, found:	19.7266	21.8672	110.805
Length   35/7, alignment  3/ 0, fail:	12.3047	11.2891	243.305
Length   35/7, alignment  3/ 3, found:	19.8047	21.8984	110.789
Length   35/7, alignment  3/ 3, fail:	13	13.1406	243.219
Length   35/7, alignment  3/ 9, found:	19.8516	22.0781	110.797
Length   35/7, alignment  3/ 9, fail:	12.8516	13.4531	243.359
Length   35/7, alignment  3/15, found:	19.7578	21.875	110.789
Length   35/7, alignment  3/15, fail:	13.9453	13.6094	243.867
Length   35/7, alignment  9/ 0, found:	19.75	21.9141	110.781
Length   35/7, alignment  9/ 0, fail:	10.9922	11.4375	243.82
Length   35/7, alignment  9/ 3, found:	19.7109	21.9062	110.812
Length   35/7, alignment  9/ 3, fail:	13.9844	13.0469	243.992
Length   35/7, alignment  9/ 9, found:	19.8516	21.9766	110.773
Length   35/7, alignment  9/ 9, fail:	14.0156	36.375	347.789
Length   35/7, alignment  9/15, found:	19.8203	21.7891	168.422
Length   35/7, alignment  9/15, fail:	13.9219	13.4922	347.797
Length   35/7, alignment 15/ 0, found:	19.8594	22.0547	168.406
Length   35/7, alignment 15/ 0, fail:	13.0234	13.6094	347.781
Length   35/7, alignment 15/ 3, found:	19.8516	22.0156	168.422
Length   35/7, alignment 15/ 3, fail:	13.4688	14.8125	347.75
Length   35/7, alignment 15/ 9, found:	20.5312	22.4219	168.406
Length   35/7, alignment 15/ 9, fail:	15	15.9609	347.594
Length   35/7, alignment 15/15, found:	19.9297	21.9766	168.43
Length   35/7, alignment 15/15, fail:	14.4375	16.3203	348.555
Length   42/7, alignment  0/ 0, found:	19.7656	21.9844	206.289
Length   42/7, alignment  0/ 0, fail:	13.0078	12.0781	413.391
Length   42/7, alignment  0/ 3, found:	19.7969	21.9766	206.008
Length   42/7, alignment  0/ 3, fail:	13.5703	13.7812	403.211
Length   42/7, alignment  0/ 9, found:	18.8828	21.0078	192.703
Length   42/7, alignment  0/ 9, fail:	13.9609	13.4844	386.625
Length   42/7, alignment  0/15, found:	18.5781	20.6406	192.633
Length   42/7, alignment  0/15, fail:	12.1875	13.2656	408.5
Length   42/7, alignment  3/ 0, found:	18.5859	20.4688	192.648
Length   42/7, alignment  3/ 0, fail:	10.3594	12.6797	386.547
Length   42/7, alignment  3/ 3, found:	18.4844	20.4609	192.648
Length   42/7, alignment  3/ 3, fail:	12.7109	12.375	266.398
Length   42/7, alignment  3/ 9, found:	18.5625	20.6875	126.344
Length   42/7, alignment  3/ 9, fail:	12.0547	13.5156	266.844
Length   42/7, alignment  3/15, found:	18.4922	20.4688	126.375
Length   42/7, alignment  3/15, fail:	12.5781	12.6641	267.43
Length   42/7, alignment  9/ 0, found:	18.6328	20.4766	126.344
Length   42/7, alignment  9/ 0, fail:	12.2812	14.3203	267.125
Length   42/7, alignment  9/ 3, found:	18.5391	20.4141	126.367
Length   42/7, alignment  9/ 3, fail:	12.5391	14.0234	267.031
